-1.08995962e-01 1.45049622e-01 -1.36576562e-02
1.87379308e-02 1.02475204e-01 -1.44902624e-01
-3.51343336e-03 -4.00276042e-02 -2.63352875e-02
-5.21931506e-01 3.07412937e-02 2.59432074e-01
4.05998062e-01 2.88830561e-01 -4.96121248e-01
1.05426780e-02 2.46880804e-02 -6.44441696e-02
1.04006755e-01 -4.62320777e-01 1.25125368e-01
-3.72858799e-01 5.57539598e-01 -1.97090528e-01
2.01905348e-01 -2.13049022e-01 3.71021664e-01
4.37616920e-01 6.68816890e-01 -2.78362825e-01
-9.16847260e-02 -1.09733241e-01 -1.15070246e-01
-2.63159930e-01 -4.16276995e-01 4.99598162e-01
-2.57196582e-01 2.61468199e-01 -3.95330890e-01
5.78943445e-02 -1.53169442e-02 3.83940557e-02
-7.80791825e-04 -2.62787609e-02 -1.59586802e-01
-1.05841966e-01 4.92584249e-01 1.09406613e-01
9.77059190e-02 1.47269209e-01 2.08039548e-01
6.30931915e-02 -3.58958770e-01 -1.96726706e-01
6.39004982e-02 8.19599276e-03 -5.53331743e-02
-3.61385546e-01 -7.20232241e-01 1.47661077e-01
1.81253163e-02 -2.92335568e-02 -4.36503056e-02
1.42112541e-01 2.79737935e-01 2.43837303e-01
-3.50009585e-01 -7.36366019e-02 -5.84667548e-01
6.64213491e-03 -3.18985521e-01 -4.39735700e-02
3.10360629e-01 5.74606780e-01 -3.53842125e-01
1.18213746e-02 -2.89393488e-01 -8.88429841e-01
-1.29992749e-03 7.83497332e-03 9.47556975e-03
2.52608339e-01 7.69599168e-01 -1.30417016e-01
-3.80451873e-03 3.72200815e-01 1.26906406e-01
-8.33880280e-02 -2.45208154e-01 -3.12852811e-01
5.31370065e-02 1.97493287e-01 -4.00867228e-02
8.46986981e-03 -1.18295964e-01 2.27477089e-01
3.48456204e-01 -2.78680089e-02 -4.34939326e-01
5.81784672e-02 -2.56578813e-01 1.06059883e-01
-1.72560523e-01 -3.90841261e-01 -4.19948289e-01
-2.28931061e-02 -1.84200445e-01 1.40906404e-01
-1.37847262e-01 -2.17160909e-01 -3.60639688e-02
7.46436497e-02 1.49457176e-01 -7.05932053e-02
1.25879237e-01 -3.04544611e-01 1.93782631e-01
-5.63530312e-01 -2.06499270e-01 1.39065524e-01
-1.79826875e-01 4.56296937e-01 8.33801840e-02
-6.26012332e-02 9.76627085e-02 1.31002533e-01
2.23491095e-02 -3.77348773e-02 3.30727227e-02
-7.59851115e-02 -5.64933685e-03 9.67755665e-02
1.63325145e-02 5.02400509e-02 -3.02164782e-02
9.46482029e-02 1.61541294e-01 1.01284108e-01
-2.32846055e-02 -2.21552879e-02 1.04249537e-02
1.09313042e-01 1.03851346e-01 3.41735719e-01
7.09016603e-02 -1.32114050e-01 1.29266629e-01
7.89507168e-02 7.82387655e-02 1.49761668e-01
-6.02947380e-02 1.23905472e-01 1.98352461e-01
-4.36279161e-01 5.51173418e-01 -5.23594173e-01
-2.02485028e-02 4.76976521e-02 1.84891538e-02
-2.30047850e-01 5.63782279e-01 -1.88632188e-01
2.02737343e-01 -3.20037038e-01 -1.01594805e-02
-5.12514482e-02 -9.58658065e-02 9.21019578e-03
-3.23593823e-01 4.15620732e-02 -3.78515061e-01
1.16404549e-02 1.34583246e-01 -1.70415884e-01
-2.63361734e-02 9.67182867e-04 -1.36019980e-02
1.25510012e-01 -7.05160878e-02 -3.27432684e-02
-8.54217529e-02 -1.35680740e+00 2.79271341e-01
1.10819670e-01 8.87012126e-02 -2.38917047e-01
-8.39256678e-02 -1.58500832e-01 8.43768256e-02
-4.61115634e-02 4.36971629e-01 -7.76614074e-02
2.78771058e-02 -1.19505360e-01 5.13268599e-02
1.31277082e-01 -5.47521312e-01 -1.54562328e-02
-1.72352761e-01 -2.02489299e-02 -5.92096318e-04
-7.31454049e-03 -1.17425852e-01 6.54510982e-01
5.94938020e-01 3.44423873e-01 -1.37479390e-01
1.26535762e-01 -2.70906788e-01 2.00438019e-01
-1.61336904e-02 9.81487741e-02 5.25926028e-02
-1.66195594e-02 2.34178579e-01 2.77304295e-02
1.30233825e-01 1.86980680e-01 7.65622612e-02
-4.97276521e-01 -6.62162608e-01 -1.47000023e-01
1.46589336e-01 -3.79832191e-01 -2.76465033e-03
